팀1이름,팀2이름,팀1점수,팀2점수
SK,넥센,5,6
LG,한화,2,4
KIA,두산,4,2
삼성,NC,3,0
SK,넥센,5,10
LG,한화,10,7
KIA,두산,1,0
LG,한화,4,2
넥센,삼성,6,5
SK,KIA,12,4
NC,LG,6,0
롯데,한화,5,6
넥센,삼성,3,14
SK,KIA,4,5
NC,LG,3,1
롯데,한화,9,3
넥센,삼성,15,9
SK,KIA,4,8
NC,LG,0,4
롯데,한화,10,9
넥센,두산,2,8
NC,롯데,7,8
LG,SK,4,5
한화,삼성,6,4
넥센,두산,8,1
NC,롯데,1,4
LG,SK,1,4
한화,삼성,4,15
넥센,두산,7,0
NC,롯데,0,9
LG,SK,11,4
한화,삼성,2,9
SK,NC,4,5
두산,KIA,4,3
롯데,넥센,7,12
한화,LG,0,1
롯데,넥센,3,7
한화,LG,2,6
SK,NC,7,11
두산,KIA,3,6
롯데,넥센,9,10
한화,LG,4,5
삼성,두산,4,5
SK,롯데,2,6
LG,NC,6,3
KIA,넥센,10,6
삼성,두산,6,0
SK,롯데,7,8
LG,NC,2,0
KIA,넥센,4,6
삼성,두산,7,4
KIA,넥센,4,5
SK,롯데,10,3
LG,NC,1,4
넥센,한화,17,3
두산,LG,14,8
롯데,삼성,0,4
KIA,SK,10,6
넥센,한화,13,1
두산,LG,2,3
롯데,삼성,4,5
KIA,SK,3,9
넥센,한화,2,4
두산,LG,13,12
롯데,삼성,5,2
KIA,SK,7,5
SK,삼성,4,12
NC,넥센,1,6
롯데,KIA,12,5
한화,두산,9,6
SK,삼성,13,10
NC,넥센,10,5
롯데,KIA,4,5
한화,두산,3,6
SK,삼성,4,1
NC,넥센,9,1
롯데,KIA,2,0
한화,두산,2,1
삼성,LG,1,7
한화,SK,8,3
넥센,롯데,4,3
삼성,LG,2,9
두산,NC,8,10
한화,SK,12,3
웨스턴,이스턴,13,2
삼성,롯데,5,3
NC,한화,11,12
LG,KIA,3,5
삼성,롯데,15,12
NC,한화,8,4
LG,KIA,11,8
삼성,롯데,17,1
SK,두산,7,0
NC,한화,23,9
LG,KIA,6,2
NC,삼성,6,10
KIA,한화,3,8
넥센,SK,1,2
NC,삼성,1,5
롯데,LG,2,6
KIA,한화,1,2
넥센,SK,10,6
NC,삼성,1,3
롯데,LG,4,3
KIA,한화,17,5
넥센,SK,10,8
롯데,LG,3,5
두산,롯데,12,1
LG,삼성,7,6
KIA,NC,3,7
한화,넥센,3,18
두산,롯데,1,3
LG,삼성,8,9
KIA,NC,4,5
한화,넥센,2,6
두산,롯데,3,13
LG,삼성,4,8
KIA,NC,1,9
한화,넥센,9,8
넥센,LG,3,4
삼성,KIA,6,4
두산,한화,6,9
NC,SK,6,13
넥센,LG,8,0
NC,SK,1,9
두산,한화,2,4
넥센,LG,4,6
삼성,한화,14,1
SK,넥센,3,8
NC,롯데,3,1
KIA,두산,2,8
삼성,한화,2,4
NC,롯데,4,10
넥센,두산,6,5
LG,NC,9,8
KIA,SK,2,7
넥센,두산,15,10
롯데,삼성,9,10
LG,NC,9,6
KIA,SK,3,2
삼성,넥센,9,8
SK,NC,9,6
롯데,KIA,3,7
한화,LG,1,0
롯데,KIA,3,6
삼성,넥센,7,6
SK,NC,2,7
한화,LG,4,2
넥센,롯데,10,1
SK,LG,7,3
두산,한화,11,9
NC,KIA,1,4
넥센,롯데,8,5
SK,LG,8,5
NC,KIA,4,3
삼성,SK,2,1
두산,넥센,2,8
롯데,한화,9,4
삼성,SK,7,10
두산,넥센,2,8
NC,LG,2,3
롯데,한화,6,8
넥센,KIA,9,6
롯데,두산,2,9
LG,삼성,3,10
한화,NC,2,3
롯데,두산,4,7
한화,NC,3,4
두산,SK,12,6
LG,넥센,7,5
한화,롯데,10,7
두산,SK,3,6
LG,넥센,2,5
넥센,NC,3,5
두산,삼성,1,5
넥센,NC,1,2
SK,한화,3,8
두산,삼성,5,4
KIA,LG,2,3
SK,삼성,9,10
NC,두산,9,7
LG,롯데,3,0
한화,KIA,5,6
SK,삼성,11,8
NC,두산,2,1
LG,롯데,6,5
한화,KIA,9,0
삼성,롯데,10,7
NC,한화,2,3
삼성,롯데,4,11
NC,한화,3,7
LG,두산,5,1
KIA,넥센,4,6
넥센,한화,10,4
삼성,두산,5,6
LG,SK,2,4
KIA,롯데,5,6
넥센,한화,9,10
삼성,두산,1,2
LG,SK,12,2
KIA,롯데,9,5
넥센,삼성,7,4
SK,KIA,7,2
두산,NC,7,2
롯데,LG,2,3
넥센,삼성,7,0
SK,KIA,4,3
두산,NC,10,6
롯데,LG,6,2
NC,삼성,10,10
한화,SK,7,7
두산,LG,3,3
NC,넥센,5,13
롯데,SK,6,4
한화,삼성,0,4
두산,LG,3,5
NC,넥센,1,10
롯데,SK,3,12
한화,삼성,0,8
SK,두산,7,2
롯데,넥센,10,5
LG,한화,5,9
KIA,NC,9,0
SK,두산,12,3
롯데,넥센,6,7
LG,한화,3,5
KIA,NC,3,6
삼성,NC,3,6
SK,롯데,10,8
LG,KIA,7,10
한화,넥센,8,13
삼성,NC,4,2
SK,롯데,5,11
LG,KIA,12,6
한화,넥센,2,4
넥센,SK,2,11
롯데,NC,5,1
KIA,삼성,4,5
한화,두산,6,11
넥센,SK,0,3
롯데,NC,0,6
KIA,삼성,4,14
한화,두산,1,6
삼성,LG,0,1
두산,롯데,4,3
NC,SK,11,4
KIA,한화,3,1
삼성,LG,3,12
두산,롯데,3,4
NC,SK,3,5
KIA,한화,6,10
SK,한화,11,1
두산,KIA,3,1
롯데,삼성,3,4
SK,NC,2,9
두산,KIA,3,4
한화,롯데,5,10
넥센,LG,5,11
두산,KIA,1,2
한화,롯데,3,15
넥센,LG,6,2
삼성,KIA,10,5
두산,NC,4,5
넥센,LG,4,5
삼성,KIA,9,5
두산,NC,3,5
한화,SK,3,6
두산,삼성,5,1
NC,LG,0,1
한화,SK,1,11
삼성,LG,5,9
NC,SK,1,2
롯데,한화,5,8
KIA,넥센,3,6
삼성,넥센,3,4
KIA,두산,2,4
두산,한화,1,4
NC,삼성,9,4
KIA,LG,6,7
두산,한화,7,3
NC,롯데,12,0
넥센,SK,7,7
삼성,KIA,4,5
LG,두산,15,2
한화,롯데,3,4
삼성,KIA,8,4
LG,두산,1,6
한화,롯데,2,4
넥센,KIA,8,5
삼성,한화,22,1
두산,SK,6,7
넥센,롯데,12,4
삼성,NC,1,2
넥센,롯데,7,6
SK,두산,3,6
LG,삼성,3,5
SK,두산,7,5
KIA,삼성,7,5
SK,넥센,2,7
NC,두산,1,2
LG,롯데,5,8
한화,KIA,4,5
LG,NC,13,4
LG,NC,4,2
NC,LG,4,3
NC,LG,3,11
LG,넥센,3,6
LG,넥센,9,2
넥센,LG,6,2
넥센,LG,12,2
넥센,삼성,4,2
넥센,삼성,1,7
삼성,넥센,3,1
삼성,넥센,3,9
넥센,삼성,1,2
삼성,넥센,11,1
SK,롯데,2,1
두산,삼성,9,4
LG,한화,3,9
kt,넥센,0,5
KIA,NC,1,2
SK,롯데,1,9
두산,삼성,0,9
LG,한화,3,2
kt,넥센,4,10
KIA,NC,4,0
SK,한화,8,4
LG,롯데,2,0
kt,NC,1,0
KIA,삼성,6,3
SK,NC,3,3
두산,한화,3,2
LG,삼성,10,7
kt,롯데,6,5
KIA,넥센,5,2
SK,NC,3,4
두산,한화,0,12
LG,삼성,2,3
kt,롯데,2,3
KIA,넥센,5,6
SK,삼성,4,11
두산,kt,6,3
롯데,넥센,5,3
LG,KIA,11,5
한화,NC,0,1
SK,삼성,9,3
두산,kt,6,4
롯데,넥센,1,2
LG,KIA,11,1
한화,NC,1,2
넥센,한화,10,8
삼성,롯데,3,5
SK,KIA,7,2
NC,두산,5,4
LG,kt,4,5
NC,두산,5,5
삼성,NC,6,5
SK,kt,2,3
롯데,한화,12,0
LG,넥센,10,2
KIA,두산,3,4
삼성,NC,2,3
SK,kt,8,4
롯데,한화,13,2
LG,넥센,2,4
KIA,두산,2,2
넥센,SK,1,1
두산,LG,5,4
NC,롯데,4,13
KIA,kt,4,3
한화,삼성,3,9
넥센,SK,1,1
두산,LG,7,10
NC,롯데,7,2
KIA,kt,8,2
한화,삼성,2,1
SK,삼성,1,6
NC,두산,4,9
LG,KIA,1,3
kt,롯데,9,12
한화,넥센,4,5
SK,삼성,7,3
NC,두산,1,4
LG,KIA,6,7
kt,롯데,4,5
한화,넥센,5,3
삼성,kt,8,6
롯데,LG,7,1
넥센,NC,3,10
삼성,kt,5,1
두산,한화,6,3
롯데,LG,2,3
KIA,SK,3,0
두산,한화,2,4
삼성,LG,7,3
SK,넥센,3,14
두산,롯데,0,5
KIA,kt,5,0
한화,NC,6,11
삼성,LG,2,3
SK,넥센,10,4
KIA,kt,10,2
삼성,LG,5,6
두산,롯데,4,16
KIA,kt,4,1
한화,NC,2,9
SK,넥센,13,7
넥센,두산,17,4
NC,KIA,5,3
롯데,삼성,1,3
LG,한화,3,4
kt,SK,2,3
넥센,두산,4,9
NC,KIA,13,5
롯데,삼성,2,4
LG,한화,3,2
kt,SK,1,2
넥센,두산,0,1
NC,KIA,4,2
롯데,삼성,4,5
LG,한화,4,5
kt,SK,2,13
SK,NC,3,2
두산,LG,2,5
kt,넥센,0,6
KIA,삼성,3,4
한화,롯데,9,10
SK,NC,2,4
두산,LG,9,6
kt,넥센,6,4
KIA,삼성,2,5
한화,롯데,4,1
SK,NC,11,8
두산,LG,2,3
kt,넥센,5,3
KIA,삼성,9,7
한화,롯데,3,15
삼성,한화,3,5
두산,kt,18,2
NC,롯데,4,5
넥센,SK,6,4
삼성,한화,8,3
두산,kt,7,6
NC,롯데,0,6
KIA,LG,9,4
넥센,SK,0,10
NC,롯데,8,3
KIA,LG,5,10
넥센,KIA,4,3
NC,한화,6,10
롯데,두산,1,12
LG,SK,6,1
kt,삼성,1,6
넥센,KIA,5,1
NC,한화,6,8
롯데,두산,5,7
LG,SK,4,8
kt,삼성,1,3
넥센,KIA,15,4
삼성,NC,5,0
SK,kt,9,3
두산,넥센,0,12
롯데,KIA,2,3
한화,LG,0,10
삼성,NC,6,2
SK,kt,0,2
두산,넥센,12,9
롯데,KIA,7,6
한화,LG,5,2
삼성,NC,14,4
SK,kt,3,2
두산,넥센,7,5
롯데,KIA,6,7
한화,LG,2,5
넥센,kt,9,2
삼성,롯데,3,5
SK,한화,0,2
LG,NC,3,11
KIA,두산,3,7
넥센,kt,3,0
삼성,롯데,9,12
SK,한화,6,7
LG,NC,6,2
KIA,두산,5,4
넥센,kt,11,4
삼성,롯데,1,7
SK,한화,4,5
KIA,두산,3,4
LG,NC,7,6
NC,SK,8,6
롯데,넥센,4,8
LG,삼성,7,4
kt,두산,2,6
LG,삼성,2,6
한화,KIA,4,9
NC,SK,6,9
롯데,넥센,4,2
LG,삼성,5,8
kt,두산,3,4
한화,KIA,6,0
넥센,LG,3,1
SK,KIA,3,1
두산,삼성,4,12
NC,kt,4,2
롯데,한화,5,7
넥센,LG,4,3
SK,KIA,2,5
두산,삼성,3,5
NC,kt,12,2
롯데,한화,3,5
넥센,LG,6,2
NC,kt,11,2
롯데,한화,6,3
삼성,넥센,4,9
SK,롯데,11,4
LG,두산,3,10
kt,한화,8,15
KIA,NC,3,7
삼성,넥센,5,3
SK,롯데,5,3
LG,두산,4,5
kt,한화,8,5
KIA,NC,4,5
삼성,넥센,13,4
SK,롯데,3,2
LG,두산,6,4
kt,한화,7,6
KIA,NC,4,2
삼성,SK,0,3
롯데,NC,3,4
LG,kt,3,7
KIA,넥센,4,5
한화,두산,10,6
삼성,SK,3,1
롯데,NC,3,6
LG,kt,2,3
KIA,넥센,5,7
한화,두산,3,4
삼성,SK,5,7
롯데,NC,2,6
KIA,넥센,11,6
한화,두산,0,6
LG,kt,6,2
넥센,롯데,4,5
kt,KIA,2,3
한화,삼성,5,4
넥센,롯데,8,9
두산,SK,5,2
NC,LG,2,6
kt,KIA,8,9
한화,삼성,0,3
넥센,롯데,10,5
두산,SK,8,9
NC,LG,0,0
kt,KIA,2,10
한화,삼성,9,7
넥센,한화,6,3
SK,LG,5,2
NC,삼성,7,5
롯데,kt,11,10
넥센,한화,8,5
SK,LG,7,6
두산,KIA,7,5
NC,삼성,8,9
롯데,kt,10,1
SK,LG,4,6
두산,KIA,3,4
NC,삼성,2,0
롯데,kt,6,2
넥센,한화,6,7
LG,넥센,10,12
kt,NC,4,2
KIA,롯데,3,6
한화,SK,5,7
삼성,두산,25,6
LG,넥센,4,9
kt,NC,2,4
KIA,롯데,9,5
한화,SK,6,7
삼성,두산,6,1
LG,넥센,4,3
kt,NC,2,5
KIA,롯데,2,4
한화,SK,7,1
삼성,KIA,8,1
SK,두산,3,4
NC,넥센,10,0
LG,롯데,20,12
한화,kt,9,5
삼성,KIA,0,1
SK,두산,0,9
NC,넥센,9,5
LG,롯데,11,19
한화,kt,6,1
삼성,KIA,0,2
NC,넥센,12,11
LG,롯데,3,10
한화,kt,4,13
SK,두산,2,7
넥센,삼성,0,4
두산,NC,2,13
롯데,SK,10,5
kt,LG,2,5
KIA,한화,10,3
넥센,삼성,13,4
두산,NC,1,7
롯데,SK,0,6
kt,LG,1,8
KIA,한화,4,8
넥센,삼성,13,6
두산,NC,0,5
롯데,SK,3,1
kt,LG,4,0
KIA,한화,0,3
넥센,SK,9,2
삼성,LG,4,1
두산,kt,10,3
NC,KIA,3,13
한화,롯데,1,9
삼성,LG,4,1
한화,롯데,4,3
넥센,SK,2,2
두산,kt,7,4
NC,KIA,11,6
넥센,SK,3,2
삼성,LG,9,3
두산,kt,10,6
한화,롯데,3,8
NC,KIA,7,6
SK,kt,20,6
롯데,삼성,7,13
LG,NC,18,5
KIA,두산,9,1
한화,넥센,7,8
SK,kt,2,4
롯데,삼성,1,8
LG,NC,8,4
KIA,두산,1,8
한화,넥센,6,2
SK,kt,3,7
롯데,삼성,2,6
LG,NC,4,1
KIA,두산,6,0
한화,넥센,2,15
삼성,NC,6,1
SK,LG,2,3
두산,넥센,6,14
kt,한화,5,6
삼성,NC,4,5
SK,LG,8,5
두산,넥센,8,9
kt,한화,4,6
KIA,롯데,2,1
삼성,NC,1,14
SK,LG,3,0
두산,넥센,9,4
kt,한화,4,3
KIA,롯데,2,4
넥센,KIA,4,7
두산,LG,5,2
NC,SK,10,2
kt,롯데,7,2
한화,삼성,6,2
넥센,KIA,4,3
두산,LG,1,5
NC,SK,7,2
kt,롯데,10,7
한화,삼성,7,2
넥센,KIA,3,5
두산,LG,6,0
kt,롯데,16,6
한화,삼성,5,2
넥센,kt,5,6
삼성,KIA,10,2
NC,두산,8,5
롯데,SK,2,8
LG,한화,10,7
넥센,kt,10,1
삼성,KIA,4,7
NC,두산,2,4
롯데,SK,4,5
LG,한화,1,8
넥센,kt,14,10
NC,두산,2,6
롯데,SK,1,0
LG,한화,3,8
SK,한화,2,7
두산,삼성,5,4
NC,kt,3,4
롯데,넥센,1,9
KIA,LG,4,3
SK,한화,7,6
두산,삼성,7,8
NC,kt,4,12
롯데,넥센,8,1
KIA,LG,0,5
SK,한화,7,2
두산,삼성,6,3
NC,kt,9,4
롯데,넥센,0,6
KIA,LG,3,5
삼성,SK,7,3
롯데,두산,4,3
LG,넥센,4,2
kt,KIA,3,7
한화,NC,3,4
한화,NC,1,4
삼성,SK,4,3
롯데,두산,0,10
LG,넥센,3,4
kt,KIA,0,7
한화,NC,0,6
넥센,한화,1,3
삼성,롯데,12,4
SK,두산,1,10
LG,kt,4,8
KIA,NC,7,4
삼성,롯데,9,13
SK,두산,7,5
LG,kt,6,2
KIA,NC,1,8
SK,두산,8,7
LG,kt,10,4
넥센,롯데,2,8
두산,KIA,9,1
NC,LG,6,3
kt,삼성,3,8
한화,SK,6,0
넥센,롯데,8,3
두산,KIA,9,4
NC,LG,5,9
kt,삼성,2,7
한화,SK,6,8
넥센,롯데,7,1
두산,KIA,1,2
NC,LG,1,4
kt,삼성,8,3
한화,SK,6,3
삼성,넥센,13,10
롯데,NC,4,3
LG,두산,4,8
kt,SK,4,2
한화,KIA,1,6
삼성,넥센,0,2
롯데,NC,2,3
LG,두산,7,2
kt,SK,2,5
한화,KIA,14,7
넥센,두산,7,8
SK,롯데,8,7
NC,한화,6,7
LG,삼성,8,12
KIA,kt,3,10
넥센,두산,9,5
SK,롯데,2,7
NC,한화,6,7
LG,삼성,3,10
KIA,kt,3,12
넥센,두산,6,5
SK,롯데,5,1
LG,삼성,4,12
KIA,kt,2,9
롯데,LG,7,6
KIA,넥센,3,1
두산,한화,9,4
롯데,LG,0,1
KIA,넥센,3,4
SK,삼성,1,2
두산,한화,6,5
롯데,LG,1,2
kt,NC,0,11
KIA,넥센,4,16
삼성,kt,8,16
두산,롯데,6,5
NC,넥센,4,1
KIA,SK,4,7
한화,LG,8,5
삼성,kt,2,6
NC,넥센,16,5
KIA,SK,0,4
한화,LG,5,3
넥센,삼성,10,6
SK,NC,4,9
롯데,한화,3,4
LG,KIA,3,2
kt,두산,8,1
넥센,삼성,4,7
SK,NC,7,6
롯데,한화,12,10
kt,두산,0,11
넥센,삼성,13,17
SK,NC,2,2
롯데,한화,7,4
LG,KIA,1,15
kt,두산,0,3
드림,나눔,6,3
넥센,LG,4,1
두산,SK,4,8
NC,롯데,1,2
KIA,삼성,2,1
한화,kt,7,4
넥센,LG,3,5
두산,SK,11,4
NC,롯데,3,2
KIA,삼성,10,14
한화,kt,3,5
두산,SK,5,6
NC,롯데,11,9
KIA,삼성,7,2
삼성,한화,8,3
두산,NC,9,3
롯데,KIA,8,9
삼성,한화,1,2
두산,NC,5,8
롯데,KIA,7,1
삼성,한화,8,2
SK,넥센,4,14
두산,NC,7,5
롯데,KIA,4,2
kt,LG,0,9
SK,KIA,3,6
NC,삼성,1,2
LG,롯데,0,3
kt,넥센,4,8
한화,두산,10,2
SK,KIA,4,5
NC,삼성,7,12
LG,롯데,2,3
kt,넥센,4,6
한화,두산,2,8
SK,KIA,4,5
NC,삼성,7,10
LG,롯데,8,5
kt,넥센,6,10
한화,두산,5,2
넥센,NC,7,4
삼성,두산,11,4
롯데,kt,12,2
LG,SK,1,3
KIA,한화,12,4
넥센,NC,3,4
삼성,두산,7,3
롯데,kt,6,19
LG,SK,8,4
KIA,한화,9,8
넥센,NC,4,5
삼성,두산,1,3
롯데,kt,9,10
LG,SK,2,8
KIA,한화,3,2
삼성,kt,9,4
두산,롯데,3,0
NC,LG,8,1
KIA,넥센,6,11
한화,SK,2,9
삼성,kt,11,1
두산,롯데,6,8
NC,LG,6,2
KIA,넥센,2,3
한화,SK,3,7
넥센,두산,5,15
SK,삼성,8,14
롯데,NC,3,8
LG,한화,1,4
kt,KIA,7,2
넥센,두산,10,14
SK,삼성,4,17
롯데,NC,0,13
LG,한화,6,5
kt,KIA,5,6
롯데,한화,4,6
LG,두산,4,3
kt,SK,8,11
KIA,NC,2,9
넥센,삼성,2,3
롯데,한화,1,2
LG,두산,1,9
kt,SK,10,4
KIA,NC,9,2
넥센,삼성,12,3
삼성,LG,3,7
SK,롯데,6,11
NC,넥센,9,8
한화,kt,4,0
삼성,LG,4,1
두산,KIA,3,10
NC,넥센,9,6
한화,kt,13,4
삼성,KIA,5,2
NC,두산,1,7
롯데,kt,4,2
LG,SK,16,7
한화,넥센,4,9
삼성,KIA,1,13
NC,두산,3,2
롯데,kt,4,9
LG,SK,2,8
한화,넥센,2,8
두산,SK,5,4
롯데,넥센,4,3
kt,NC,4,5
KIA,LG,2,1
한화,삼성,4,5
kt,NC,7,2
한화,삼성,5,6
두산,SK,5,1
롯데,넥센,5,9
KIA,LG,2,3
넥센,kt,5,15
삼성,두산,12,2
SK,KIA,2,4
NC,한화,2,1
LG,롯데,4,7
넥센,kt,9,10
삼성,두산,6,4
SK,KIA,0,2
NC,한화,6,0
LG,롯데,2,7
SK,넥센,3,4
두산,LG,2,4
kt,한화,8,3
SK,넥센,8,3
두산,LG,2,1
NC,삼성,6,3
kt,한화,3,8
KIA,롯데,1,9
넥센,LG,3,4
두산,kt,3,4
NC,SK,3,0
롯데,삼성,4,15
한화,KIA,3,0
넥센,LG,4,5
두산,kt,9,7
NC,SK,5,1
롯데,삼성,15,0
한화,KIA,4,9
KIA,SK,1,0
삼성,한화,9,10
롯데,두산,3,5
LG,NC,6,1
kt,넥센,1,9
KIA,SK,4,5
넥센,롯데,3,8
SK,LG,6,3
두산,삼성,6,7
KIA,kt,3,5
한화,NC,1,4
넥센,롯데,9,5
SK,LG,4,0
두산,삼성,5,3
KIA,kt,0,10
한화,NC,8,5
넥센,KIA,14,7
SK,kt,2,10
NC,롯데,7,4
LG,삼성,8,4
한화,두산,1,6
넥센,KIA,7,2
SK,kt,4,6
NC,롯데,6,4
LG,삼성,9,15
한화,두산,4,5
삼성,NC,7,6
SK,두산,5,6
LG,넥센,2,11
kt,롯데,5,6
KIA,한화,2,8
삼성,NC,13,0
SK,두산,3,6
LG,넥센,8,9
kt,롯데,1,5
KIA,한화,5,4
넥센,한화,12,7
삼성,SK,14,2
두산,NC,4,15
롯데,KIA,7,5
kt,LG,3,1
넥센,한화,6,5
삼성,SK,1,9
두산,NC,5,2
롯데,KIA,4,1
kt,LG,1,8
넥센,SK,7,0
두산,한화,1,9
NC,kt,2,10
롯데,LG,9,4
KIA,삼성,4,0
넥센,SK,3,7
두산,한화,4,5
NC,kt,7,0
KIA,삼성,3,9
롯데,LG,1,1
두산,넥센,3,11
NC,KIA,5,1
롯데,SK,10,4
kt,삼성,1,4
한화,LG,7,8
두산,넥센,5,10
NC,KIA,2,6
롯데,SK,2,3
kt,삼성,5,6
한화,LG,1,8
넥센,NC,5,4
삼성,롯데,3,4
SK,한화,8,1
LG,kt,3,4
KIA,두산,5,3
넥센,NC,3,9
삼성,롯데,9,7
SK,한화,9,4
LG,kt,5,7
삼성,넥센,2,3
SK,NC,2,5
LG,KIA,3,7
kt,두산,11,1
한화,롯데,2,11
삼성,넥센,7,4
SK,NC,11,12
LG,KIA,5,2
kt,두산,3,4
한화,롯데,7,4
SK,삼성,6,3
롯데,두산,8,2
kt,NC,3,11
한화,KIA,7,3
SK,삼성,7,5
롯데,두산,9,7
LG,넥센,4,1
한화,KIA,3,4
SK,삼성,5,10
NC,한화,11,7
롯데,두산,0,13
kt,KIA,3,1
SK,롯데,3,1
두산,삼성,4,10
NC,한화,15,2
넥센,LG,7,5
두산,한화,6,7
KIA,SK,4,8
넥센,NC,3,9
삼성,롯데,17,13
두산,한화,16,4
kt,LG,3,7
KIA,SK,2,9
넥센,NC,4,1
kt,LG,4,1
KIA,SK,7,0
두산,롯데,6,5
NC,삼성,0,2
LG,KIA,15,5
삼성,kt,11,0
SK,넥센,0,10
두산,롯데,3,2
삼성,kt,5,2
SK,넥센,12,4
KIA,NC,5,16
두산,롯데,10,6
넥센,한화,0,4
삼성,SK,3,4
LG,NC,5,4
kt,두산,10,4
넥센,한화,3,13
삼성,두산,3,14
SK,KIA,5,7
롯데,NC,4,2
LG,두산,10,3
kt,넥센,3,4
넥센,SK,2,15
두산,kt,10,7
KIA,LG,4,8
한화,NC,0,6
삼성,한화,6,7
NC,넥센,6,5
kt,SK,0,10
KIA,롯데,6,4
삼성,한화,6,18
NC,두산,17,5
LG,SK,1,8
KIA,롯데,13,1
두산,SK,2,1
NC,LG,7,2
한화,넥센,3,4
두산,KIA,1,2
NC,SK,9,2
롯데,넥센,6,10
kt,삼성,4,5
한화,LG,6,3
삼성,넥센,1,0
두산,KIA,9,7
NC,SK,3,4
롯데,LG,2,5
한화,kt,1,4
kt,롯데,3,6
KIA,두산,0,9
삼성,KIA,6,4
kt,NC,2,2
LG,KIA,4,2
SK,넥센,4,5
넥센,두산,3,4
넥센,두산,2,3
두산,넥센,2,5
두산,넥센,11,9
두산,NC,7,0
두산,NC,1,2
NC,두산,16,2
NC,두산,0,7
두산,NC,6,4
두산,삼성,8,9
두산,삼성,6,1
삼성,두산,1,5
삼성,두산,3,4
삼성,두산,2,13
넥센,한화,2,4
삼성,NC,5,3
SK,롯데,6,6
두산,kt,5,5
넥센,한화,1,3
삼성,NC,10,1
SK,롯데,2,3
두산,kt,4,2
LG,KIA,3,0
삼성,롯데,10,5
SK,KIA,4,3
두산,한화,7,12
LG,NC,6,4
삼성,롯데,2,1
LG,NC,4,3
넥센,KIA,8,9
삼성,한화,3,5
SK,kt,1,3
두산,NC,7,8
LG,롯데,8,5
넥센,KIA,12,3
삼성,한화,8,1
SK,kt,7,1
두산,NC,8,11
LG,롯데,3,6
삼성,kt,4,5
SK,넥센,6,4
두산,롯데,8,3
NC,KIA,5,6
LG,한화,2,4
삼성,kt,8,3
SK,넥센,3,0
두산,롯데,8,2
NC,KIA,1,2
LG,한화,2,8
삼성,KIA,9,5
SK,한화,7,4
두산,넥센,7,1
NC,롯데,2,2
LG,kt,5,6
두산,넥센,5,5
LG,kt,6,10
삼성,넥센,3,7
LG,SK,7,7
kt,NC,2,1
KIA,두산,3,6
한화,롯데,12,20
삼성,넥센,4,1
LG,SK,5,0
kt,NC,3,6
KIA,두산,10,6
한화,롯데,1,0
SK,두산,5,1
롯데,넥센,0,5
LG,삼성,5,7
kt,KIA,1,8
한화,NC,4,9
SK,두산,3,5
롯데,넥센,5,6
LG,삼성,12,8
kt,KIA,8,0
한화,NC,8,4
넥센,LG,2,6
두산,삼성,8,3
NC,SK,3,0
kt,한화,5,3
KIA,롯데,13,13
넥센,LG,7,1
NC,SK,6,5
kt,한화,8,4
KIA,롯데,11,5
SK,삼성,2,5
두산,LG,4,4
NC,넥센,7,5
롯데,kt,0,11
한화,KIA,1,3
SK,삼성,1,11
두산,LG,1,0
NC,넥센,8,3
롯데,kt,3,5
한화,KIA,10,5
두산,삼성,5,1
롯데,넥센,2,1
kt,SK,8,4
KIA,NC,4,5
한화,LG,4,5
롯데,넥센,3,5
두산,삼성,6,10
kt,SK,3,4
KIA,NC,4,3
한화,LG,7,8
롯데,넥센,5,6
kt,SK,5,4
넥센,한화,5,9
삼성,kt,3,8
SK,롯데,1,2
NC,두산,2,6
LG,KIA,1,4
넥센,한화,6,4
삼성,kt,11,6
SK,롯데,1,11
NC,두산,0,2
넥센,한화,7,3
삼성,kt,3,1
SK,롯데,8,3
NC,두산,8,2
LG,KIA,8,4
넥센,두산,4,6
삼성,롯데,7,3
LG,SK,2,3
KIA,kt,0,4
한화,NC,4,5
삼성,롯데,4,7
넥센,두산,9,9
LG,SK,3,4
KIA,kt,6,3
한화,NC,1,10
넥센,두산,5,4
삼성,롯데,1,5
KIA,kt,6,9
한화,NC,2,1
LG,SK,6,7
두산,한화,8,2
NC,삼성,5,16
롯데,LG,11,12
kt,넥센,2,5
KIA,SK,7,6
두산,한화,7,3
NC,삼성,7,2
롯데,LG,3,5
kt,넥센,7,6
KIA,SK,0,2
두산,한화,17,2
NC,삼성,5,7
롯데,LG,9,0
kt,넥센,5,4
KIA,SK,6,7
넥센,KIA,6,11
삼성,두산,2,7
SK,kt,7,3
롯데,NC,0,3
LG,한화,18,2
넥센,KIA,2,1
삼성,두산,2,6
SK,kt,10,6
롯데,NC,8,5
LG,한화,6,4
넥센,SK,3,1
삼성,KIA,2,7
두산,kt,3,2
NC,LG,8,1
한화,롯데,3,4
넥센,SK,1,9
삼성,KIA,2,1
두산,kt,13,4
NC,LG,3,6
한화,롯데,4,10
넥센,SK,2,3
삼성,KIA,8,1
두산,kt,3,8
NC,LG,8,5
한화,롯데,9,5
NC,SK,6,5
LG,넥센,2,10
kt,삼성,13,3
KIA,롯데,5,7
한화,두산,2,8
NC,SK,2,8
LG,넥센,2,14
kt,삼성,11,6
KIA,롯데,16,10
한화,두산,2,3
NC,SK,2,3
LG,넥센,5,3
kt,삼성,0,6
KIA,롯데,11,4
한화,두산,1,5
넥센,NC,3,4
SK,두산,3,4
